smiles,murcko_scaffold
CC1CC1Cn1cc(-c2ccnc(Nc3ccc(C(=O)N4CCCC4)cc3)n2)cn1,O=C(c1ccc(Nc2nccc(-c3cnn(CC4CC4)c3)n2)cc1)N1CCCC1
CC1CC(c2c(-c3ccnc(NC4CC4)n3)cnn2C)CN1c1cccc(Cl)c1,c1ccc(N2CCC(c3[nH]ncc3-c3ccnc(NC4CC4)n3)C2)cc1
CN1CCC(Nc2nc(Nc3ccc(F)cc3)ncc2Cl)CC1,c1ccc(Nc2nccc(NC3CCNCC3)n2)cc1
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(C)c2)[nH]1,c1ccc(-c2nc[nH]c2-c2ccncc2)cc1
Cc1c(-c2ccnc(NC3CCOCC3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2CCOCC2)n1
CC1CCC(Nc2nccc(-c3cn(C)c4ncccc34)n2)C1,c1cnc2[nH]cc(-c3ccnc(NC4CCCC4)n3)c2c1
CC1CC(Nc2nccc(-c3ccnc(NC4CC4)n3)n2)CN1,c1cc(-c2ccnc(NC3CCNC3)n2)nc(NC2CC2)n1
Cn1ncc(-c2ccnc(NC3CCCNCC3)n2)c1F,c1cc(-c2cn[nH]c2)nc(NC2CCCNCC2)n1
Nc1cc(F)ccc1Nc1nccc(-c2ccnc(NC3CC3)n2)n1,c1ccc(Nc2nccc(-c3ccnc(NC4CC4)n3)n2)cc1
O=Cc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
NC(=O)c1ccc(Nc2nccc(-c3cc[nH]c(=S)n3)n2)cc1,S=c1nc(-c2ccnc(Nc3ccccc3)n2)cc[nH]1
O=C(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCC(O)C1,O=C(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCCC1
Nc1ccccc1Nc1nc(Nc2ccoc2)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccoc3)n2)cc1
c1cc(-c2cn[nH]c2C2CC2)nc(NC2CCOC2)n1,c1cc(-c2cn[nH]c2C2CC2)nc(NC2CCOC2)n1
CC(C)(CN)c1ncc(-c2ccnc(NC3CC3)n2)cn1,c1ncc(-c2ccnc(NC3CC3)n2)cn1
NC(=O)c1ccc(Nc2nc(Nc3ccccc3)ncc2Cl)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
C=C1CCC(Nc2nc(Nc3ccc(N4CCC4)cc3)ncc2Cl)CC1,C=C1CCC(Nc2ccnc(Nc3ccc(N4CCC4)cc3)n2)CC1
Fc1cnc2[nH]cc(-c3ccnc(NC4CCC(N5CCC(F)CC5)CC4)n3)c2c1,c1cnc2[nH]cc(-c3ccnc(NC4CCC(N5CCCCC5)CC4)n3)c2c1
Cn1ncc(-c2ccnc(NC3CCCN(C4CCCC4)CC3)n2)c1Cl,c1cc(-c2cn[nH]c2)nc(NC2CCCN(C3CCCC3)CC2)n1
Cc1c(-c2ccnc(NC3CCC3)n2)cnn1C1CCCCOC1,c1cc(-c2cnn(C3CCCCOC3)c2)nc(NC2CCC2)n1
C=Cc1ccc(Nc2nccc(-c3cnn(C)c3Cl)n2)cc1,c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1
Cc1nccc(-c2ccnc(NC3CC3)n2)n1,c1cc(-c2ccnc(NC3CC3)n2)ncn1
c1cnc2[nH]cc(-c3ccnc(NC4CCC(C5CCOCC5)CC4)c3)c2c1,c1cnc2[nH]cc(-c3ccnc(NC4CCC(C5CCOCC5)CC4)c3)c2c1
O=C1NCCC1Nc1nccc(-c2cn[nH]c2C2CC2)n1,O=C1NCCC1Nc1nccc(-c2cn[nH]c2C2CC2)n1
Fc1[nH]ncc1-c1ccnc(NC2CC2)n1,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
CNC1CCC(Nc2nccc(-c3c[nH]c4ncc(Br)cc34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
NC(=O)c1ccccc1Nc1nc(NC2CC=CCC2)ncc1Cl,C1=CCC(Nc2nccc(Nc3ccccc3)n2)CC1
CCN1CCC(Nc2nccc(-c3cn[nH]c3C3CCCC3)n2)CC1,c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CCNCC2)n1
CCc1nc(N)ncc1-c1ccnc(NC2CC2)n1,c1ncc(-c2ccnc(NC3CC3)n2)cn1
Fc1cc(-c2ccnc(NC3CC=CC3)n2)ccn1,C1=CCC(Nc2nccc(-c3ccncc3)n2)C1
c1ccc(-c2ccnc(NC3CCCNCC3)n2)cc1,c1ccc(-c2ccnc(NC3CCCNCC3)n2)cc1
CSc1c(-c2ccnc(Nc3ccc(Cl)cc3)n2)cnn1C,c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(C#N)cc32)c1C,O=C1Nc2ccccc2C1=Cc1ccc[nH]1
Cn1ncc(-c2ccnc(NC3CC3)n2)c1C1CCOCC1,c1cc(-c2cn[nH]c2C2CCOCC2)nc(NC2CC2)n1
CC(F)C1CCC(Nc2nccc(-c3c[nH]c4ncc(Cl)cc34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
CC(O)C1CCC(Nc2nccc(-c3c[nH]c4ncc(Cl)cc34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
Brc1ccc2[nH]cc(-c3ccnc(NC4CC4)n3)c2c1,c1ccc2c(-c3ccnc(NC4CC4)n3)c[nH]c2c1
CN1CCN(c2ccc(Nc3cc(-c4ccnc(NC5CC5)n4)ccn3)cc2)CC1,c1cc(-c2ccnc(NC3CC3)n2)cc(Nc2ccc(N3CCNCC3)cc2)n1
O=C(Nc1cc(-c2ccnc(NC3CC3)n2)ccn1)N1CCOCC1,O=C(Nc1cc(-c2ccnc(NC3CC3)n2)ccn1)N1CCOCC1
O=c1cc(-c2ccnc(NC3CC3)n2)c(NC2CC2)c[nH]1,O=c1cc(-c2ccnc(NC3CC3)n2)c(NC2CC2)c[nH]1
Clc1cnc(Nc2ccccc2)nc1NC1CCCOC1,c1ccc(Nc2nccc(NC3CCCOC3)n2)cc1
Cn1ncc(-c2ccnc(NC3CC3)n2)c1C1CCOC(c2ccoc2Cl)=N1,c1cc(-c2cn[nH]c2C2CCOC(c3ccoc3)=N2)nc(NC2CC2)n1
CCCCNc1ncc(Cl)c(-c2ccnc(Nc3ccccc3)n2)n1,c1ccc(Nc2nccc(-c3ccncn3)n2)cc1
CN1CCCC(Nc2nccc(-c3cnn(C)c3O)n2)CC1,c1cc(-c2cn[nH]c2)nc(NC2CCCNCC2)n1
NC(=O)c1ccccc1Nc1nc(NC2CCOCC2)ncc1Br,c1ccc(Nc2ccnc(NC3CCOCC3)n2)cc1
CCn1ncc(-c2ccnc(NC3CC3)n2)c1C1CCC(C)C1,c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CC2)n1
Fc1cc(-c2ccnc(NC3CC3)n2)ccc1-c1ccc(Br)nc1F,c1cncc(-c2ccc(-c3ccnc(NC4CC4)n3)cc2)c1
OC1CCC(Nc2nccc(-c3ccnc(F)n3)n2)CC1,c1cc(-c2ccnc(NC3CCCCC3)n2)ncn1
c1ccc2c(-c3ccnc(NC4CC4)n3)c[nH]c2c1,c1ccc2c(-c3ccnc(NC4CC4)n3)c[nH]c2c1
Fc1cnc(NCC2CC2F)nc1-c1ccnc(Nc2ccccc2)n1,c1ccc(Nc2nccc(-c3ccnc(NCC4CC4)n3)n2)cc1
Clc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
CC1CC(c2c(-c3ccnc(NC4CC4)n3)cnn2C)CN1c1ccccc1C(=O)O,c1ccc(N2CCC(c3[nH]ncc3-c3ccnc(NC4CC4)n3)C2)cc1
OC1CCC(Nc2nccc(-c3ccc(NC4CCOC4)cc3)n2)CC1,c1cc(-c2ccc(NC3CCOC3)cc2)nc(NC2CCCCC2)n1
Cn1ncc(-c2ccnc(NC3CCC=CSC3)n2)c1Br,C1=CSCC(Nc2nccc(-c3cn[nH]c3)n2)CC1
NC1CCC(Nc2nccc(-c3ccnc(NC4CC4)n3)n2)CC1,c1cc(-c2ccnc(NC3CC3)n2)nc(NC2CCCCC2)n1
CCn1ncc(-c2ccnc(NC3CC3)n2)c1Cl,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
CN1CCCN(c2ccc(-c3ccnc(Nc4ccccc4C(N)=O)n3)cc2)C1,c1ccc(Nc2nccc(-c3ccc(N4CCCNC4)cc3)n2)cc1
Cc1[nH]c(C2COC2)cc1-c1ccnc(NC2CC2)n1,c1cc(-c2c[nH]c(C3COC3)c2)nc(NC2CC2)n1
CC1CC(c2c(-c3ccnc(NC4CC4)n3)cnn2C)CN1c1cccc(Cl)n1,c1ccc(N2CCC(c3[nH]ncc3-c3ccnc(NC4CC4)n3)C2)nc1
NC(=O)c1ccccc1Nc1ccnc(Nc2ccc(Cl)cc2)n1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
CC1CCC(c2[nH]ncc2-c2ccnc(NC3CCCC3)n2)C1,c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CCCC2)n1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2F)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
Cn1ncc(-c2ccnc(Nc3ccc(C(=O)O)cc3)n2)c1C1CCOC1,c1ccc(Nc2nccc(-c3cn[nH]c3C3CCOC3)n2)cc1
NCc1cccc(-c2ccnc(NC3CC3)n2)c1,c1ccc(-c2ccnc(NC3CC3)n2)cc1
Nc1nccc(-c2ccnc(Nc3ccccc3)n2)n1,c1ccc(Nc2nccc(-c3ccncn3)n2)cc1
O=C1NCc2cc(-c3ccnc(Nc4ccc(Cl)cc4)c3)ccc21,O=C1NCc2cc(-c3ccnc(Nc4ccccc4)c3)ccc21
CC(Br)C1CCC(Nc2nccc(-c3cnc4ncccc4c3)n2)CC1,c1cnc2ncc(-c3ccnc(NC4CCCCC4)n3)cc2c1
c1cc(-c2cn[nH]c2C2CCCC2)nc(Nc2ccc(N3CCCOCC3)cc2)n1,c1cc(-c2cn[nH]c2C2CCCC2)nc(Nc2ccc(N3CCCOCC3)cc2)n1
COc1ccc(-c2ccnc(NC3CCCCC3)n2)cc1OC,c1ccc(-c2ccnc(NC3CCCCC3)n2)cc1
Fc1ccc(-c2ccnc(NC3CCC(Br)CC3)n2)cc1,c1ccc(-c2ccnc(NC3CCCCC3)n2)cc1
Oc1cnc(NC2CCOC2)nc1-c1ccnc(Nc2ccc(F)cc2)n1,c1ccc(Nc2nccc(-c3ccnc(NC4CCOC4)n3)n2)cc1
Fc1cc(-c2ccnc(NC3CC3)n2)cc(Nc2ccccc2)n1,c1ccc(Nc2cc(-c3ccnc(NC4CC4)n3)ccn2)cc1
O=C1CN=C(Nc2nc(Nc3ccccc3)ncc2Cl)N1,O=C1CN=C(Nc2ccnc(Nc3ccccc3)n2)N1
O=C(O)c1ccc(Nc2nccc(-c3cc(F)cc(N4CCCCC4)c3)n2)cc1,c1ccc(Nc2nccc(-c3cccc(N4CCCCC4)c3)n2)cc1
O=C(Cl)c1ccc(Nc2nccc(-c3cnn(C4CCC(F)C4)c3)n2)cc1,c1ccc(Nc2nccc(-c3cnn(C4CCCC4)c3)n2)cc1
Oc1cc(-c2ccnc(NC3CC3)n2)ccn1,c1cc(-c2ccnc(NC3CC3)n2)ccn1
Nc1ncc(-c2ccnc(NC3CC3)n2)c(N2CCCC2C(F)F)n1,c1cc(-c2cncnc2N2CCCC2)nc(NC2CC2)n1
CC(C)c1c(-c2ccnc(NC3CCC3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2CCC2)n1
Cc1c(-c2ccnc(NC3CC3)n2)cnn1CCCO,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
O=C1NCc2nc(-c3ccnc(NC4CCCCC4)n3)cnc21,O=C1NCc2nc(-c3ccnc(NC4CCCCC4)n3)cnc21
O=C(F)c1ccc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc1,c1ccc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc1
CC1CCC(c2c(-c3ccnc(NC4CCC(NC(=O)N(C)C5CCC5)CC4)n3)cnn2C)C1,O=C(NC1CCC1)NC1CCC(Nc2nccc(-c3cn[nH]c3C3CCCC3)n2)CC1
O=C(O)C1c2cnc(-c3ccnc(NC4CC4)n3)nc2CN1C(=O)C1CC1,O=C(C1CC1)N1Cc2cnc(-c3ccnc(NC4CC4)n3)nc2C1
O=c1[nH]c(-c2ccc(-c3ccnc(NC4CC4)n3)cc2)no1,O=c1[nH]c(-c2ccc(-c3ccnc(NC4CC4)n3)cc2)no1
Clc1cnc(Nc2ccccc2)nc1-c1ccnc(NC2CC2)n1,c1ccc(Nc2nccc(-c3ccnc(NC4CC4)n3)n2)cc1
COC(CCO)c1c(-c2ccnc(NC3CC3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
CC1CN(C(C)CC#N)CCC1Nc1nccc(-c2cn[nH]c2C2CCCC2)n1,c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CCNCC2)n1
Fc1ccc(Nc2nccc(-c3cnc(NC4CC4)nc3Cl)n2)cc1,c1ccc(Nc2nccc(-c3cnc(NC4CC4)nc3)n2)cc1
O=C1CC(Nc2nccc(-c3cccc(F)c3)n2)CS1,O=C1CC(Nc2nccc(-c3ccccc3)n2)CS1
Cn1cc(-c2ccnc(Nc3ccc(C(=O)Cl)cc3)n2)cn1,c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1
Brc1ccc(-c2ccnc(Nc3cccc(N4CCNCC4)c3)n2)cc1,c1ccc(-c2ccnc(Nc3cccc(N4CCNCC4)c3)n2)cc1
CC1CCC(c2c(-c3ccnc(NC4CCC(C(=O)N5CCCC5)CC4)n3)cnn2C)C1,O=C(C1CCC(Nc2nccc(-c3cn[nH]c3C3CCCC3)n2)CC1)N1CCCC1
Cc1nccc(-c2ccnc(NC3CCCC3)n2)n1,c1cc(-c2ccnc(NC3CCCC3)n2)ncn1
C=Cc1cnc(Nc2ccc(C)cc2)nc1Nc1ccccc1C(N)=O,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
FC1CCC(Nc2nccc(-c3cn[nH]c3Nc3cccc(Cl)c3)n2)C1,c1ccc(Nc2[nH]ncc2-c2ccnc(NC3CCCC3)n2)cc1
NOC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
CCC(=O)c1c(-c2ccnc(NC3CC3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
Fc1cnc(NC2CC2)nc1-c1ccnc(NCC2CC2F)n1,c1cc(-c2ccnc(NC3CC3)n2)nc(NCC2CC2)n1
COc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
O=S(c1ccc(Nc2nccc(-c3cn[nH]c3C3CCCC3)n2)cc1)C1CC1,O=S(c1ccc(Nc2nccc(-c3cn[nH]c3C3CCCC3)n2)cc1)C1CC1
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(C(F)(F)F)cc3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
COc1cc2ncnc(Nc3ccc(C(=O)F)cc3)c2cc1OC,c1ccc(Nc2ncnc3ccccc23)cc1
CN(c1nccc(-c2ccnc(NC3CCC3)n2)n1)C1CC1,c1cc(-c2ccnc(NC3CC3)n2)nc(NC2CCC2)n1
C=C1CC(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)=NC1=O,C=C1CC(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)=NC1=O
O=C1CC(Nc2nccc(-c3ccccc3)n2)CS1,O=C1CC(Nc2nccc(-c3ccccc3)n2)CS1
CCCC(c1c(-c2ccnc(NC3CC3)n2)cnn1C)C1CCCC1,c1cc(-c2cn[nH]c2CC2CCCC2)nc(NC2CC2)n1
Cc1[nH]cc(-c2ccnc(NC3CCOC3)n2)c1-c1ccnc(NC2CC2)n1,c1cc(-c2c[nH]cc2-c2ccnc(NC3CCOC3)n2)nc(NC2CC2)n1
CCC(O)c1[nH]nc(-c2ccnc(NC3CC3)n2)c1Br,c1cc(-c2cc[nH]n2)nc(NC2CC2)n1
CC1CCC(Nc2nccc(-c3c[nH]c4ncc(Cl)cc34)n2)CO1,c1cnc2[nH]cc(-c3ccnc(NC4CCCOC4)n3)c2c1
O=C1C=C(Nc2nccc(-c3ccc(Cl)cc3)n2)CS1,O=C1C=C(Nc2nccc(-c3ccccc3)n2)CS1
c1cnc(NC2CCC(Nc3nccc(-c4cc[nH]c4)n3)CC2)nc1,c1cnc(NC2CCC(Nc3nccc(-c4cc[nH]c4)n3)CC2)nc1
Cn1ncc(-c2ccnc(NC3CC3)n2)c1Br,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CCOCC2)n1,c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CCOCC2)n1
NC(=O)c1cccc(Nc2nccc(-c3ccnc(NC4CC4)n3)c2F)c1F,c1ccc(Nc2cc(-c3ccnc(NC4CC4)n3)ccn2)cc1
COC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
Nc1ccccc1Nc1nccc(-c2ccc(N3CCCC3)cc2)n1,c1ccc(Nc2nccc(-c3ccc(N4CCCC4)cc3)n2)cc1
CCN(CC)CCNC(=O)c1c(C)c[nH]c1C=C1C(=O)Nc2ccc(F)cc21,O=C1Nc2ccccc2C1=Cc1ccc[nH]1
Nc1ncc(-c2ccnc(NC3CC3F)n2)c(NC2CC2)n1,c1cc(-c2cncnc2NC2CC2)nc(NC2CC2)n1
COc1ccc(-c2ccnc(NC3CCOC(C)C3)n2)cc1OC,c1ccc(-c2ccnc(NC3CCOCC3)n2)cc1
NC(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
O=C(c1ccc(Nc2nc(NC3CC3)ncc2Cl)cc1)N1CCOC1,O=C(c1ccc(Nc2ccnc(NC3CC3)n2)cc1)N1CCOC1
C(=CC1CCCOC1)c1[nH]ncc1-c1ccnc(Nc2ccccc2)n1,C(=CC1CCCOC1)c1[nH]ncc1-c1ccnc(Nc2ccccc2)n1
OCC1NCc2cc(-c3ccnc(NC4CC4)n3)cnc21,c1cc(-c2cnc3c(c2)CNC3)nc(NC2CC2)n1
FC1CCC(Nc2nccc(-c3c(Cl)n[nH]c3Cl)n2)C1,c1cc(-c2cn[nH]c2)nc(NC2CCCC2)n1
CC=C1CCC(Nc2nccc(-c3c[nH]c4nc(C(=O)O)ccc34)n2)CC1,C=C1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1
CC1(F)CCC(Nc2nccc(-c3ccnc(Nc4ccccc4)c3)n2)C1=O,O=C1CCCC1Nc1nccc(-c2ccnc(Nc3ccccc3)c2)n1
CC1CC1C(=O)Nc1cc(-c2ccnc(Nc3ccccc3)n2)ccn1,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)n2)ccn1)C1CC1
CCCC(CS)c1c(-c2ccnc(NC3CC3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2CC2)n1
CCn1cnc(-c2ccnc(Nc3ccc(C(=O)N4CCCC4)cc3)n2)c1,O=C(c1ccc(Nc2nccc(-c3c[nH]cn3)n2)cc1)N1CCCC1
O=C1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)C1,O=C1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)C1
O=C1N=CNn2c(-c3ccnc(NC4CC4)n3)cnc2N1,O=C1N=CNn2c(-c3ccnc(NC4CC4)n3)cnc2N1
CSc1nccc(-c2ccnc(NC3CC3)n2)n1,c1cc(-c2ccnc(NC3CC3)n2)ncn1
O=c1cc(-c2ccnc(NC3CC3)n2)c(Cl)cn1C1CCC1,O=c1cc(-c2ccnc(NC3CC3)n2)ccn1C1CCC1
FC1CCC(Nc2nccc(-c3ccnc(NC4CCNCC4)n3)n2)C1,c1cc(-c2ccnc(NC3CCNCC3)n2)nc(NC2CCCC2)n1
CNc1cc(-c2ccnc(NC3CCCC3)n2)ccn1,c1cc(-c2ccnc(NC3CCCC3)n2)ccn1
CC1NN=C(Nc2nc(Nc3ccccc3)ncc2Cl)N(C2CC2)C1=O,O=C1CNN=C(Nc2ccnc(Nc3ccccc3)n2)N1C1CC1
O=c1cc(-c2ccnc(NC3CCC3)n2)c(C2CC2)c[nH]1,O=c1cc(-c2ccnc(NC3CCC3)n2)c(C2CC2)c[nH]1
c1cc(-c2cnc3c(n2)N(C2CC2)CCC3)nc(NC2CC2)n1,c1cc(-c2cnc3c(n2)N(C2CC2)CCC3)nc(NC2CC2)n1
Cn1cc(-c2ccnc(NC3CCC(F)C3)n2)c2ccccc21,c1ccc2c(-c3ccnc(NC4CCCC4)n3)c[nH]c2c1
Nc1cc(-c2ccnc(NC3CCCC3)n2)ccn1,c1cc(-c2ccnc(NC3CCCC3)n2)ccn1
CNCc1ccc(Nc2nccc(-c3ccc(N4CCNCC4)cc3)n2)cc1,c1ccc(Nc2nccc(-c3ccc(N4CCNCC4)cc3)n2)cc1
CCc1ncc(-c2ccnc(NC3CC3)n2)cn1,c1ncc(-c2ccnc(NC3CC3)n2)cn1
NC(=O)c1ccccc1Nc1nc(NCCF)ncc1Cl,c1ccc(Nc2ccncn2)cc1
Fc1cc(N2CCOCC2)c(F)cc1-c1ccnc(NC2CCOC2)n1,c1cc(-c2ccc(N3CCOCC3)cc2)nc(NC2CCOC2)n1
Cn1ncc(-c2ccnc(NC3CC3)n2)c1C1CCOC(O)C1,c1cc(-c2cn[nH]c2C2CCOCC2)nc(NC2CC2)n1
CSc1ccc(-c2ccnc(NC3CCNC3)n2)cc1,c1ccc(-c2ccnc(NC3CCNC3)n2)cc1
O=C(O)NC(=O)c1ccc(-c2ccnc(NC3CC3)n2)cc1,c1ccc(-c2ccnc(NC3CC3)n2)cc1
Cn1ncc(-c2ccnc(Nc3ccc(F)cc3)n2)c1C1CCC(=O)C1,O=C1CCC(c2[nH]ncc2-c2ccnc(Nc3ccccc3)n2)C1
CCc1nc(=O)[nH]cc1-c1ccnc(NC2CC2)n1,O=c1ncc(-c2ccnc(NC3CC3)n2)c[nH]1
Clc1cccc(Nc2nccc(-c3ccc(NC4CC4)nc3)n2)c1,c1ccc(Nc2nccc(-c3ccc(NC4CC4)nc3)n2)cc1
Fc1cc(-c2ccnc(NC3CCCCC3)n2)cc(N2CCOCC2)c1,c1cc(-c2ccnc(NC3CCCCC3)n2)cc(N2CCOCC2)c1
CCCNc1nc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)ncc1Cl,c1cnc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)nc1
Nn1cc(Cl)c(-c2ccnc(NC3CCCC3)n2)c1,c1cc(-c2cc[nH]c2)nc(NC2CCCC2)n1
CC1CCC(Nc2nc(Nc3ccc(C=O)cc3)ncc2Cl)C1,c1ccc(Nc2nccc(NC3CCCC3)n2)cc1
Fc1ccc(-c2ccnc(NC3CCCC(Cl)C3)n2)cc1,c1ccc(-c2ccnc(NC3CCCCC3)n2)cc1
Fc1cc(Nc2nccc(-c3cccnc3)n2)ccc1N1CCOCC1,c1cncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1
CC1(F)CC(Nc2nccc(-c3cnc4[nH]ccc4c3)n2)CC1=O,O=C1CCC(Nc2nccc(-c3cnc4[nH]ccc4c3)n2)C1
CC1(O)c2ncc(-c3ccnc(NC4CC4)n3)cc2CNC1CF,c1cc(-c2cnc3c(c2)CNCC3)nc(NC2CC2)n1
CCCc1c(-c2ccnc(NC3CCCSC3)n2)cnn1C,c1cc(-c2cn[nH]c2)nc(NC2CCCSC2)n1
c1cc(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)ncn1,c1cc(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)ncn1
Cn1ncc(-c2ccnc(NC3CC3)n2)c1-c1ccc(F)cn1,c1ccc(-c2[nH]ncc2-c2ccnc(NC3CC3)n2)nc1
CCN1CCC(Nc2nccc(-c3cnc4[nH]ccc4c3)n2)CC1,c1cc(-c2cnc3[nH]ccc3c2)nc(NC2CCNCC2)n1
CN(C)C1CCC(Nc2nccc(-c3c[nH]c4ncc(F)cc34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
Clc1cnc(N2CCOCC2)nc1-c1ccnc(NC2CC=CCC2)n1,C1=CCC(Nc2nccc(-c3ccnc(N4CCOCC4)n3)n2)CC1
Nn1cc(-c2ccnc(NC3CCCC3)n2)c2cccnc21,c1cnc2[nH]cc(-c3ccnc(NC4CCCC4)n3)c2c1
O=C(c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1)N1CCCC1,O=C(c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1)N1CCCC1
CNC1CCC(Nc2nccc(-c3cn(C)c4ncccc34)n2)CC1,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
OCCCc1c(-c2ccnc(NC3CC3)n2)cnn1C1CC1,c1cc(-c2cnn(C3CC3)c2)nc(NC2CC2)n1
O=C1CCC(Nc2nccc(-c3ccc[nH]3)n2)CC1,O=C1CCC(Nc2nccc(-c3ccc[nH]3)n2)CC1
Clc1ccc(Nc2nccc(-c3ccc(Br)cc3)n2)cc1,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
Brc1cc(-c2ccnc(NC3CCOC3)n2)cc(N2CCCCC2)c1,c1cc(-c2ccnc(NC3CCOC3)n2)cc(N2CCCCC2)c1
CCNc1ncc(Cl)c(-c2ccnc(Nc3ccc(F)cc3)n2)n1,c1ccc(Nc2nccc(-c3ccncn3)n2)cc1
CCn1ncc(-c2ccnc(NC3CC3)n2)c1C1CCC(O)C1,c1cc(-c2cn[nH]c2C2CCCC2)nc(NC2CC2)n1
S=C1CCC(Nc2nccc(-c3cnc4[nH]cccc3-4)n2)C1,S=C1CCC(Nc2nccc(-c3cnc4[nH]cccc3-4)n2)C1
NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)C1,c1cnc2[nH]cc(-c3ccnc(NC4CCCC4)n3)c2c1
CC1CCC(Nc2nccc(-c3cn(C4C=CCC4)c4ncccc34)n2)C1,C1=CC(n2cc(-c3ccnc(NC4CCCC4)n3)c3cccnc32)CC1
O=C1NCC(Nc2nc(Nc3ccc(Cl)cc3)ncc2Cl)=C1F,O=C1C=C(Nc2ccnc(Nc3ccccc3)n2)CN1
CC(=O)c1ccc(-c2ccnc(NC3CC3)n2)cc1,c1ccc(-c2ccnc(NC3CC3)n2)cc1
O=C1CC(Nc2nc(Nc3ccc(Cl)cc3)ncc2Cl)C1,O=C1CC(Nc2ccnc(Nc3ccccc3)n2)C1
O=c1nc(-c2ccnc(NC3CC3)n2)ccn1C1CC1,O=c1nc(-c2ccnc(NC3CC3)n2)ccn1C1CC1
Cn1ncc(-c2ccnc(NC3CC3)n2)c1C1CCN(N)C1,c1cc(-c2cn[nH]c2C2CCNC2)nc(NC2CC2)n1
