model,smiles,tSNE-1,tSNE-2
Initial molecules,COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1F,33.98706,-31.940056
Initial molecules,COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,-22.920397,50.538094
Initial molecules,COc1cc(C=C2C(=O)NN(c3ccc(C#N)cc3)C2=O)ccc1O,-33.17113,-15.748906
Initial molecules,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,9.555452,-33.94374
Initial molecules,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,7.070847,-33.591133
Initial molecules,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,-22.256554,-4.9384274
Initial molecules,COc1ccc(C=C(C#N)C#N)cc1,-28.790417,-19.81634
Initial molecules,COc1ccc(N2CCN(C(C)C)CC2)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,-17.572643,-27.076979
Initial molecules,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCC(C(N)=O)CC4)c3n2)cc1,-15.547474,-32.030735
Initial molecules,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCC(N)CC4)c3n2)cc1,-15.580144,-32.731243
Initial molecules,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCC(O)CC4)c3n2)cc1,-14.908392,-32.64059
Initial molecules,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCOCC4)c3n2)cc1,-14.962762,-33.486374
Initial molecules,COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)CC=Cc2ccc(Cl)cc2)cc1,-27.55143,-19.942265
Initial molecules,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,-17.561567,-27.068848
Initial molecules,COc1cc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(N)=O)n2)cc(OC)c1OC,-12.5238285,-27.016796
Initial molecules,COc1cc(S(C)(=O)=O)c(OC)cc1CC(=O)Nc1cc(N)c(C#N)c(OC(C)C)n1,-24.779022,-26.457685
Initial molecules,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,-37.14765,3.172941
Initial molecules,CSc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,-11.165509,5.5632224
Initial molecules,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCc4ccccc43)c2)[nH]1,-5.5092783,8.592251
Initial molecules,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCC3CCCO3)c2)[nH]1,-6.235728,8.474639
Initial molecules,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1,-5.561003,7.6832433
Initial molecules,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)CCc3ccccc3)c2)[nH]1,-5.701985,7.2370534
Initial molecules,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(-n4ccnn4)cc3)n2)cc1,22.2515,-11.100487
Initial molecules,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,9.757174,-35.163868
Initial molecules,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,6.8312345,-34.834103
Initial molecules,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,6.2939477,-38.88788
Initial molecules,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1,6.268613,-36.59229
Initial molecules,Fc1ccc(-c2n[nH]cc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1,6.05125,-14.498122
Initial molecules,Fc1ccc(Nc2nccc(-c3c(-c4cccc(C(F)(F)F)c4)nn4ncccc34)n2)cc1F,7.5359216,-36.754322
Initial molecules,Fc1ccc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)cc1F,5.668205,-36.43085
Initial molecules,FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1,9.362755,-36.23341
Initial molecules,FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)c1,8.071809,-36.321835
Initial molecules,FC(F)(F)c1cc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)ccc1Cl,5.960603,-38.363457
Initial molecules,Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1,-15.08502,-11.805016
Initial molecules,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,-14.764207,-10.554684
Initial molecules,NC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,-20.813406,35.784107
Initial molecules,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,35.095783,-1.42977
Initial molecules,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,-4.930302,-30.673973
Initial molecules,Nc1n[nH]c2nc3ccccc3nc12,-18.77844,-9.106701
Initial molecules,N#Cc1cc(-c2ccnc(Nc3ccc(-n4cnc(-c5ccccn5)n4)cc3)n2)cc(N2CCOCC2)c1,3.543403,-16.418873
Initial molecules,N#Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,7.0328,-28.101627
Initial molecules,N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,-9.842034,-26.940968
Initial molecules,N#Cc1cnc2cnc(NCc3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,-11.592222,-16.586527
Initial molecules,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1,-27.591042,-29.527946
Initial molecules,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1,-28.511484,-22.763737
Initial molecules,NCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,-19.066193,14.2547865
Initial molecules,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,-19.070446,14.247747
Initial molecules,NCCNc1ncc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1,-8.431562,-22.234716
Initial molecules,NC(=O)c1cc(-c2ccnc(Nc3ccccc3)n2)[nH]c1-c1ccccc1,13.885033,3.4888635
Initial molecules,NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1,-25.973469,-15.39916
Initial molecules,NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl,-9.959208,-27.351109
Initial molecules,NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl,-9.27696,-27.698881
Initial molecules,NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2F)ncc1Cl,-11.484948,-24.707235
Initial molecules,NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)c(F)c2)ncc1Cl,-11.186315,-25.299671
Initial molecules,O=C1c2ccccc2-c2nc3nnnn3nc21,-21.353668,-0.14793485
Initial molecules,O=C1c2ccccc2-c2n[nH]c3cccc1c23,-21.355906,-0.14342977
Initial molecules,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,-25.831144,-4.995412
Initial molecules,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,-27.14931,-6.4901004
Initial molecules,OC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,-19.909698,36.003956
Initial molecules,Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,22.194838,2.7730064
Initial molecules,OC1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCOC4)c3n2)CC1,-21.135246,19.478445
Initial molecules,OC1CCC(Nc2ncc3nnn(C45CC6CC(CC(O)(C6)C4)C5)c3n2)CC1,-22.918371,21.101381
Initial molecules,O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12,-26.603638,-2.6957204
Initial molecules,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,-27.05088,-4.465342
Initial molecules,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,-26.42887,-4.0265555
Initial molecules,O=C1Nc2ccccc2C1=Cc1c(Cl)[nH]c2ccccc12,-35.9079,-6.0650506
Initial molecules,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCn1cc2c2ccccc21,-32.546688,-1.0773016
Initial molecules,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCn1cc2c2ccccc21,-32.546688,-1.0773016
Initial molecules,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cnccn1,-34.519928,0.4320727
Initial molecules,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12,-27.536964,1.5880204
Initial molecules,O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,-40.545593,-3.222108
Initial molecules,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5[nH]cnc5cc4nc3-c3ccccc3)cc2)CC1,-17.021538,24.794144
Initial molecules,O=C(c1ccccc1)c1ccc(N2CCOCC2)cc1O,-24.50393,-8.87568
Initial molecules,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1,3.4335327,1.9178537
Initial molecules,OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,27.106573,-0.23891854
Initial molecules,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2cc(F)c(F)cc12,-7.0629883,-14.831138
Initial molecules,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,-22.297953,-20.927935
Initial molecules,O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,-8.585074,-21.531054
Initial molecules,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,-22.570602,-9.610657
Initial molecules,O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,-20.914104,-10.225154
Initial molecules,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,-2.8218062,-27.881313
Initial molecules,O=C(O)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,5.1326795,-27.382944
Initial molecules,O=C(O)C=Cc1cc(Br)c(Br)c(Br)c1Br,-29.947056,-18.870138
Initial molecules,O=[N+]([O-])c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,5.9634995,-28.489977
Initial molecules,O=[N+]([O-])C=Cc1ccc2c(c1)OCO2,-23.586357,-13.642653
Initial molecules,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,-11.545679,-1.9440143
Initial molecules,O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12,-10.479867,-2.471694
GB-GA crossover variant,COc1ccc(Nc2nccc(C3=CCCC3)n2)cc1,27.832611,-16.864208
GB-GA crossover variant,N#Cc1cc(-c2ccnc(Nc3ccncc3)n2)cc(N2CCOCC2)c1,3.235326,-15.002707
GB-GA crossover variant,CCNc1ccc(-c2ccnc(NC3=COCC3)n2)cc1,17.540089,-14.394693
GB-GA crossover variant,NC1CCC(c2ccc(Nc3nccc(-c4ccccn4)n3)cc2)CC1,29.676168,-8.294732
GB-GA crossover variant,O=S(=O)(Cl)c1ccc(Nc2nccc(C3=CC=CC3)n2)cc1,20.647825,-23.542082
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)n1,37.83218,-18.736164
GB-GA crossover variant,Fc1cc(-c2ccnc(NC3CCCCC3)n2)cc(N2C=CC=CC2)c1,-2.0505648,-4.44279
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(NCl)n3)cc2)n1,38.170242,-25.24339
GB-GA crossover variant,COC=Cc1ccnc(Nc2ccc(-n3cnc(C)n3)cc2)n1,41.40294,-25.361963
GB-GA crossover variant,Cc1ccc(-c2ccnc(Nc3ccc(-n4cnc(C)n4)cc3)n2)cc1,36.79524,-21.19159
GB-GA crossover variant,Nc1ccc(Nc2nccc(C3=NC=CC3C=CCl)n2)cc1,37.11832,-12.187653
GB-GA crossover variant,Cc1ccc(-c2ccnc(Nc3ccc(S(=O)(=O)Cl)cc3)n2)s1,33.0974,-0.29046667
GB-GA crossover variant,COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C)n2)cc1,-11.156926,-30.327423
GB-GA crossover variant,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC1=CC=CCC1,-42.061287,-7.314018
GB-GA crossover variant,CCC(=O)c1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1,12.954781,-0.048318688
GB-GA crossover variant,c1ccc(Nc2nccc(-c3nccc(N4CCOCC4)n3)n2)cc1,10.107992,-13.273457
GB-GA crossover variant,Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1,-20.260328,34.862534
GB-GA crossover variant,c1ccc(N2CCOCC2)c(-c2ccnc(NC3CCCCC3)n2)c1,8.8283825,25.896046
GB-GA crossover variant,O=S(=O)(Cl)c1ccc(Nc2nccc(C3=CC=COC3)n2)cc1,20.299496,-26.076427
GB-GA crossover variant,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,8.003524,-27.084888
GB-GA crossover variant,O=S(=O)(c1ccc(Nc2nccc(-c3ccccc3)n2)cc1)N1CCOCC1,12.206414,-12.066792
GB-GA crossover variant,Fc1ccc(Nc2nccc(-c3ccccc3N3CCOCC3)n2)cc1,8.171721,-13.672298
GB-GA crossover variant,N#Cc1ccc(-c2ccnc(NC3=CC(F)=CC3N3CCOCC3)n2)cc1,10.573543,-16.574423
GB-GA crossover variant,Fc1ccc(-c2ccnc(NC3C=COCC3)n2)cc1,9.719128,14.164772
GB-GA crossover variant,Cc1cc(Cl)nc(C2=CC=C(c3ccnc(NC4CCCCC4)n3)C2)n1,8.053607,31.356953
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(-c4ccc(F)cc4)n3)cc2)n1,37.960968,-20.56483
GB-GA crossover variant,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,-22.360483,-20.932743
GB-GA crossover variant,c1ccc(Nc2nccc(-c3nccc(-c4ccccn4)n3)n2)cc1,28.94644,-6.8165426
GB-GA crossover variant,Clc1noc(CN2CC=CCC2)c1-c1ccnc(NC2CCCCC2)n1,-18.70122,27.86348
GB-GA crossover variant,Fc1ncn(-c2ccc(Nc3nccc(-c4ccccn4)n3)cc2)n1,34.961456,-17.622309
GB-GA crossover variant,O=S(=O)(C1=CC=CCC1)c1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1,23.535383,-25.498713
GB-GA crossover variant,Cc1ccc(-c2ccnc(Nc3ccc(-n4cnc(F)n4)cc3)n2)s1,36.05237,-16.852398
GB-GA crossover variant,COc1ccc(Nc2ncc(Cl)c(NC3=CC=NC3)n2)cc1,-10.873071,-31.18467
GB-GA crossover variant,Cc1ccnc(Nc2ccc(-c3ccnc(NC4CCCCC4)n3)cc2)n1,1.6950909,31.041868
GB-GA crossover variant,COc1ccc(Nc2nccc(C3=CC=CC3)n2)cc1,20.223213,-21.347872
GB-GA crossover variant,OC1CCC(Nc2ncc3nc(NC4=CCCCC4)n(C4CCCC4)c3n2)CC1,-23.063152,19.87673
GB-GA crossover variant,Cc1ccc(Nc2nccc(C3=CC=NC3)n2)cc1,16.392904,-24.787413
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(N4C=C(Cl)CC4)n3)cc2)n1,38.786514,-26.940567
GB-GA crossover variant,FC1=CC=C(c2ccnc(NC3CCCCC3)n2)C1,7.7209682,30.27086
GB-GA crossover variant,CCCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(C)cc32)c1C,-42.061096,-10.433683
GB-GA crossover variant,Cc1ccnc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)n1,37.671715,-29.057318
GB-GA crossover variant,O=S(=O)(Cl)c1ccc(-c2ccnc(NC3CCCCC3)n2)cc1,1.8215648,28.519836
GB-GA crossover variant,Fc1ncn(-c2ccc(Nc3nccc(C4=CCCCC4)n3)cc2)n1,30.94031,-19.471409
GB-GA crossover variant,N#Cc1cc(-c2ccnc(NC3=CC=CC3Cl)n2)cc(N2CCOCC2)c1,2.3952234,-15.242628
GB-GA crossover variant,O=S(=O)(F)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,20.95713,-8.237305
GB-GA crossover variant,NC(=O)c1ccccc1-c1ccnc(Nc2ccc(C3=CC=CC3)cc2)n1,17.728142,-19.79065
GB-GA crossover variant,Fc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,14.457621,-2.5201066
GB-GA crossover variant,Fc1cc(-c2ccnc(NC3=CC=CCC3)n2)cc(N2CCOCC2)c1,-0.12240281,-10.8707905
GB-GA crossover variant,CCCC1=CCC(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)C1,-1.64094,-7.388151
GB-GA crossover variant,C1=C(Nc2nccc(-c3c(-c4ccccc4)noc3CN3CCCCC3)n2)CCOC1,-19.779608,25.773571
GB-GA crossover variant,O=S(=O)(Cl)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,21.048555,-8.057525
GB-GA crossover variant,CC=Cc1ccc(Nc2nccc(C3=CC(Cl)=CC(N)C3)n2)cc1,21.72851,-17.007765
GB-GA crossover variant,COS(=O)(=O)c1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1,21.685347,-25.184233
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)n1,35.738956,-20.202381
GB-GA crossover variant,FC1=CC=C(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)C1,0.46980992,-10.21239
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=NC=CC4C4=CC=CC4)n3)cc2)n1,38.616894,-15.129795
GB-GA crossover variant,Cc1ccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)s1,1.3864983,-9.166877
GB-GA crossover variant,Cc1ccc(C2C=CN=C2Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)s1,1.5379906,-8.607554
GB-GA crossover variant,Fc1cc(-c2ccnc(NC3CCCCC3)n2)cc(N2CCOCC2)c1,-1.9236611,-6.2642093
GB-GA crossover variant,CC1C=CN=C1c1ccnc(Nc2ccc(F)cc2)n1,36.08608,-6.715489
GB-GA crossover variant,c1ccc(-c2ccnc(Nc3nccc(-c4ccccc4)n3)n2)cc1,17.863249,-7.408633
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=CCCCC4)n3)cc2)n1,31.791296,-20.617548
GB-GA crossover variant,C1=CCCC(c2ccnc(Nc3ccnc(NC4CCCCC4)n3)n2)=C1,4.76619,24.905006
GB-GA crossover variant,C1=CN(c2ccc(Nc3nccc(C4=CCCCC4)n3)cc2)NC1,28.85442,-18.840843
GB-GA crossover variant,C1=C(c2ccnc(Nc3ccc(-n4cnc(C5=COCC5)n4)cc3)n2)CCC1,30.591232,-20.771816
GB-GA crossover variant,O=S(=O)(c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1)N1CCOCC1,12.338292,-12.09376
GB-GA crossover variant,c1ccc(-c2ccnc(NC3CCCCC3)n2)nc1,4.828881,26.983122
GB-GA crossover variant,NC(=O)c1ccc(Nc2nccc(C3=C(F)C(F)C=C3)n2)cc1,11.760273,2.0327954
GB-GA crossover variant,C1=C(c2ccnc(Nc3ccc(-n4cc5c(n4)CCNC5)cc3)n2)CCC1,29.48372,-20.327408
GB-GA crossover variant,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-40.47105,-10.337389
GB-GA crossover variant,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1C=CC=CC1,-42.844013,-8.262339
GB-GA crossover variant,C1=CCCC(Nc2nccc(-c3ccccc3)n2)=C1,15.8766365,-15.70801
GB-GA crossover variant,Cc1cc(-c2ccnc(NC3=NC=CC3)n2)cc(N2CCOCC2)c1,3.5533872,-9.234769
GB-GA crossover variant,CC1=C(C2=CCC(=O)C=C2)CC=C1c1ccnc(NC2CCCCC2)n1,5.4798326,30.712234
GB-GA crossover variant,CS(=O)(=O)c1cc(-c2ccnc(NC3CCCCC3)n2)cc(N2CCOCC2)c1,-3.0163472,-6.0508876
GB-GA crossover variant,C1=CCCC(c2ccnc(Nc3ccccc3)n2)=C1,24.28028,-23.66398
GB-GA crossover variant,Fc1cc(Nc2nccc(C3=CC=CC3)n2)cc(N2CCOCC2)c1,-0.85891956,-12.491382
GB-GA crossover variant,Cc1ccc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)s1,32.05453,0.4078899
GB-GA crossover variant,CS(=O)(=O)c1ccc(Nc2nccc(C3=CC=NC3)n2)cc1,17.161465,-25.03746
GB-GA crossover variant,Clc1cnc(NC2=CC=NCC2)nc1Nc1nccc(C2=CC=CC2)n1,17.690102,-21.800236
GB-GA crossover variant,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(C)cc32)c1C,-41.24597,-11.147193
GB-GA crossover variant,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,-16.151476,-13.96634
GB-GA crossover variant,C1=C(Nc2cc(-c3ccnc(Nc4ccccc4)n3)ccn2)CCO1,24.930103,-12.554634
GB-GA crossover variant,Fc1cc(-c2ccnc(-c3ccnc(NC4CCCCC4)n3)n2)cc(N2CCOCC2)c1,-1.8750603,-6.220588
GB-GA crossover variant,C1=CC(C2=CCOCC2)C(c2ccnc(-c3ccnc(Nc4ccccc4)n3)n2)=N1,37.847614,-8.5058565
GB-GA crossover variant,Fc1ccc(-c2ccnc(Nc3ccccn3)n2)cc1,14.0435705,-3.508882
GB-GA crossover variant,Fc1ncn(-c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)n1,34.885265,-17.077707
GB-GA crossover variant,Fc1ccc(Nc2nccc(C3=CCCCC3)n2)cc1,27.924438,-17.966614
GB-GA crossover variant,ClNc1ccc(-c2ccnc(Nc3ccccc3)n2)nn1,28.751953,-4.9609494
GB-GA crossover variant,COc1cc2ncnc(Nc3ccc(OC4=CC=CC4)cc3)c2cc1OC,-16.678036,-13.105779
GB-GA crossover variant,c1ccc2c(-c3ccncc3)c[nH]c2c1,-17.496445,2.7041266
GB-GA crossover variant,O=S(=O)(F)c1ccc(Nc2nccc(C3=CC=CC3)n2)cc1,20.19949,-22.764372
GB-GA crossover variant,O=S(=O)(F)c1ccc(Nc2nccc(C3=CC=NC3)n2)cc1,17.364485,-25.051525
GB-GA crossover variant,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCOCC1,-40.571243,-7.3896165
GB-GA crossover variant,CS(=O)(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,16.753798,-4.2845874
GB-GA crossover variant,N#Cc1ccc(-c2ccnc(Nc3ccc(Cl)cc3)n2)cc1,24.747665,3.485256
GB-GA crossover variant,CC(=O)Nc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1,13.661761,-0.7717192
GB-GA crossover variant,c1ccc(Nc2ccnc(-c3ccnc(NC4CCCCC4)n3)n2)cc1,3.2957263,25.607607
GB-GA crossover variant,C1=CN(c2ccc(Nc3nccc(C4=CCCCC4)n3)cc2)CN=C1,29.455263,-18.311186
GB-GA crossover variant,Cc1ncn(C2=CCC(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)C=C2)n1,-0.55736357,-8.193054
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(NC4=COCC4)n3)cc2)n1,37.387196,-26.49064
GB-GA crossover variant,C1=CCCC(Nc2ccc(-c3ccnc(NC4=COCC4)n3)cc2)=C1,17.142746,-14.937472
GB-GA crossover variant,Fc1ccc(Nc2ncc(Cl)c(Nc3ccc(F)cc3)n2)cc1,-7.2081633,-29.93888
GB-GA crossover variant,OC1CCC(Nc2nccc(C3=NCN=C3)n2)CC1,-10.108574,35.09372
GB-GA crossover variant,NC1=CC=C(c2ccnc(Nc3ccccc3)n2)C1,27.112753,-13.365296
GB-GA crossover variant,N#Cc1ccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)cc1,2.8514187,-13.025218
GB-GA crossover variant,Cc1ccc2c(c1)C(=Cc1[nH]c(C)c(C(=O)NCCC3=CC=CC3)c1C)C(=O)N2,-42.824078,-9.726817
GB-GA crossover variant,CN(C)c1c(-c2ccnc(NC3CCC(F)CC3)n2)cnn1Cc1ccccc1,-19.254597,44.627876
GB-GA crossover variant,CC1=C(c2ccnc(Nc3ccc(-n4cnc(C)n4)cc3)n2)CCS1,34.81572,-22.436209
GB-GA crossover variant,C1=CCC(c2ccnc(Nc3ccc(-n4cnc(CN5CCCCC5)n4)cc3)n2)=C1,29.655178,-25.175825
GB-GA crossover variant,NC1C=C(F)C=C(C2=C(Nc3nccc(-c4ccccc4)n3)CCC2)C1,21.277199,-14.250409
GB-GA crossover variant,Fc1ccc(-c2ccnc(Nc3ccccc3)n2)[nH]1,25.502398,-7.4633207
GB-GA crossover variant,C1=C(c2ccnc(Nc3ccccc3)n2)COC1,25.767328,-14.94805
GB-GA crossover variant,CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1OC,-39.162792,-9.303972
GB-GA crossover variant,Fc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1,13.794294,-2.1406076
GB-GA crossover variant,FC1CCc2ccc(Nc3nccc(-c4ccccc4)n3)cc2C1,11.043636,6.8397565
GB-GA crossover variant,CCN(CC)CCc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,18.892212,-0.6341958
GB-GA crossover variant,Fc1cc(-c2ccnc(NC3C=C4CCCNC4=CC3)n2)cc(N2CCOCC2)c1,-1.5859874,-8.827997
GB-GA crossover variant,NC1C=CN=C1c1ccnc(Nc2ccccc2)n1,34.327553,-7.82268
GB-GA crossover variant,FC1=C(c2ccnc(Nc3ccccc3)n2)C=CC1,25.154716,-9.335867
GB-GA crossover variant,Cc1ccc(-c2ccnc(Nc3ccccc3)n2)s1,31.88974,-0.6745288
GB-GA crossover variant,CCOC1=C(c2ccnc(Nc3ccc(-n4cnc(C)n4)cc3)n2)CCC1,34.371307,-21.520971
GB-GA crossover variant,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccccc32)c1C,-39.910202,-11.696646
GB-GA crossover variant,CC=Cc1ccc(Nc2nccc(C3=NC=CC3C3=CCOCC3)n2)cc1,38.51011,-8.574771
GB-GA crossover variant,CN(C)c1c(-c2ccnc(NC3CCC(O)CC3)n2)cnn1Cc1ccccc1,-20.004105,44.21458
GB-GA crossover variant,Fc1ccc(Nc2nccc(C3=CCOCC3)n2)cc1,25.712156,-18.014027
GB-GA crossover variant,O=S(=O)(c1ccccc1)c1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1,23.49449,-24.756859
